"Gender","MaritalStatus","NumDependents","Age","Income","EducationLevel","Tenure","CustomerSegment","CommChannel","CreditScore","CreditHistLength","OutstandingLoans","Churn","Balance","NumProducts","NumComplaints"
"Male","Married",1,24,83336.36,"Master's",27,"Retail","Email",735,17,31761.76,"0",237406.49,5,5
"Male","Single",5,48,25606.63,"Bachelor's",13,"Corporate","Phone",651,8,17714.06,"0",56883.45,1,5
"Male","Married",0,62,44333.57,"Diploma",17,"SME","Phone",725,27,38820.3,"0",88133.85,5,1
"Male","Married",2,72,20900.49,"Master's",8,"SME","Email",409,7,25184.19,"0",172652.81,1,5
"Male","Married",1,62,89427.79,"Master's",9,"Corporate","Phone",510,15,27628.68,"0",192942.84,3,9
"Female","Single",3,45,54473.8,"High School",18,"Retail","Phone",545,20,1724.17,"1",23294.68,2,4
"Female","Single",5,28,91326.72,"Diploma",3,"Retail","Phone",593,15,10744.05,"0",69522.44,5,1
"Male","Single",1,48,36373.05,"Diploma",20,"SME","Email",694,11,8774.85,"0",39065.48,4,5
"Male","Divorced",2,69,23363.4,"Bachelor's",15,"SME","Email",450,19,6503.73,"0",168863.66,1,0
"Male","Divorced",0,21,87425.44,"High School",4,"Retail","Email",715,8,35856.04,"0",79550.53,5,10
"Male","Married",1,65,97890.33,"Bachelor's",27,"SME","Phone",744,18,45980.66,"0",214992.43,4,1
"Female","Divorced",2,56,44250.27,"Diploma",15,"Retail","Email",526,17,28913.95,"0",183514.91,2,7
"Male","Single",4,28,11458.74,"Master's",11,"Corporate","Email",781,10,19001.3,"0",185364.36,1,4
"Female","Single",0,59,97854.31,"Master's",1,"SME","Email",476,19,42587.96,"0",101817.37,5,3
"Female","Single",0,29,94468.38,"Diploma",2,"Retail","Email",798,27,11786.22,"0",181288.29,5,0
"Female","Single",2,46,52803.09,"Diploma",28,"Corporate","Email",728,9,34144.34,"0",149163.62,3,4
"Female","Single",3,64,59104.69,"High School",18,"Retail","Phone",302,7,45879.59,"0",89215.05,5,3
"Male","Single",2,24,35055.53,"Diploma",7,"SME","Phone",550,13,12852.58,"0",77351.52,1,0
"Male","Single",4,30,11756.63,"Bachelor's",1,"Retail","Email",754,20,19491,"0",2361.37,2,0
"Female","Divorced",3,70,89551.09,"Bachelor's",4,"Retail","Email",568,3,35001.24,"0",223842.09,2,0
"Male","Single",5,23,55203.33,"Diploma",30,"Corporate","Email",646,17,30746.2,"0",186755.84,3,0
"Female","Single",2,63,55638.06,"High School",13,"Corporate","Phone",373,2,40126.68,"0",196692.66,1,9
"Female","Single",3,37,6133.46,"Diploma",24,"SME","Email",591,4,32344.51,"0",59621.11,5,7
"Female","Single",5,52,21858.42,"Bachelor's",2,"Corporate","Email",715,26,33968.24,"0",69821.79,1,7
"Female","Married",3,23,18034.53,"High School",3,"Corporate","Email",536,17,41442.77,"0",101270.54,4,0
"Female","Married",5,75,96592.61,"Bachelor's",20,"Corporate","Email",340,27,9574.96,"0",70816.31,4,7
"Male","Married",0,76,43351.54,"Diploma",4,"SME","Email",836,16,14221.32,"0",77125.05,2,7
"Female","Single",3,34,23931.6,"Diploma",4,"SME","Email",517,22,22498.74,"0",245285.68,4,9
"Male","Married",0,67,62810.21,"Diploma",22,"SME","Email",540,25,38181.34,"0",124796.9,3,8
"Female","Single",3,71,63738.97,"Diploma",28,"SME","Phone",609,7,33624.73,"0",157342.37,2,3
"Male","Single",4,51,96492.72,"High School",23,"Corporate","Email",682,11,15803.84,"0",94819.85,1,2
"Male","Single",2,75,35261.36,"Diploma",21,"Retail","Phone",604,17,13649.01,"0",155587.42,5,1
"Male","Divorced",0,19,90719.71,"Master's",10,"Corporate","Phone",462,26,17064.2,"0",150598.7,2,0
"Male","Single",4,58,5470,"Diploma",8,"Retail","Email",558,20,37186.36,"0",161484.06,1,1
"Female","Divorced",2,60,64119.66,"High School",6,"SME","Email",641,28,26500.29,"0",76359.82,3,7
"Female","Divorced",5,47,37231.8,"Diploma",9,"SME","Phone",700,3,9768.22,"0",76413.32,5,0
"Female","Married",4,19,29161.03,"Master's",21,"SME","Email",625,7,3565.14,"1",19135.92,2,7
"Female","Married",3,31,15579.82,"Master's",14,"Corporate","Phone",574,10,22638.56,"0",127008.08,5,8
"Male","Divorced",2,28,10521.5,"High School",4,"Retail","Phone",811,17,41608.43,"0",237756.82,5,6
"Female","Married",4,71,18284.82,"Master's",25,"SME","Phone",320,28,20049.31,"0",187709.38,2,3
"Male","Divorced",4,50,7912.97,"Bachelor's",30,"SME","Email",763,12,38178.53,"0",83245.17,5,9
"Male","Married",4,70,26648.84,"Bachelor's",23,"Corporate","Phone",329,25,19441.08,"1",19959.01,2,6
"Female","Single",4,76,96046.7,"Bachelor's",6,"Retail","Phone",595,9,11319.02,"0",205008.98,2,10
"Male","Divorced",3,29,39896.2,"Master's",25,"Corporate","Phone",395,24,23838.86,"0",109160.97,3,0
"Female","Single",5,20,65749.36,"High School",23,"SME","Phone",341,7,42309,"0",96889.25,2,2
"Male","Single",2,65,33786.93,"Bachelor's",22,"Retail","Phone",307,15,4453.9,"0",243140.83,4,5
"Female","Single",0,27,97855.12,"Bachelor's",25,"SME","Email",675,20,46914.09,"0",205084.69,2,4
"Male","Single",0,68,36393.3,"Diploma",10,"Retail","Phone",718,26,36575.14,"0",56613.18,2,3
"Male","Married",3,29,90874.11,"High School",24,"Retail","Email",752,12,13564.94,"0",122277.51,5,9
"Female","Single",3,22,42129.22,"Bachelor's",24,"Corporate","Email",452,23,37709.71,"0",44479.85,3,5
"Female","Divorced",4,26,11763.73,"Bachelor's",21,"Corporate","Email",395,8,7130.1,"0",144454.9,4,0
"Male","Married",3,25,12504.81,"High School",13,"Retail","Email",768,10,25248.39,"0",15761.65,4,0
"Female","Single",0,58,62198.76,"Bachelor's",11,"SME","Email",385,27,9849.6,"0",200793.52,1,2
"Female","Married",5,70,30700.05,"Bachelor's",17,"Retail","Email",681,2,30917.14,"0",96165.47,1,5
"Female","Single",4,20,64574.56,"High School",29,"SME","Phone",310,27,26402.18,"1",41894.77,1,10
"Male","Divorced",1,75,29384.16,"Master's",10,"Retail","Phone",300,6,36365.15,"0",60948.37,2,0
"Male","Single",4,70,94918.26,"High School",28,"SME","Email",780,5,13903.31,"1",3145.71,4,9
"Female","Divorced",5,28,91702.46,"Bachelor's",14,"Retail","Email",769,12,16539.32,"0",229795.07,4,10
"Female","Single",1,41,41979.13,"High School",12,"Corporate","Phone",843,30,48357.15,"0",242505.13,4,0
"Male","Divorced",3,36,82036.26,"Diploma",14,"Corporate","Phone",705,17,38228.38,"0",180539.33,4,4
"Female","Married",2,30,10884.92,"High School",17,"SME","Phone",789,8,47559.93,"0",163466.06,3,10
"Male","Married",4,50,72525.79,"Bachelor's",17,"Retail","Phone",366,15,26525.23,"0",95290.38,5,1
"Female","Divorced",5,74,9307.33,"Bachelor's",26,"SME","Phone",669,1,4272.64,"0",122390.27,1,7
"Female","Married",2,54,68742.11,"Master's",3,"Corporate","Phone",833,17,42057.41,"0",130280.94,1,7
"Male","Single",3,56,61455.89,"Bachelor's",8,"Retail","Phone",748,9,41401.13,"0",218462.1,5,3
"Female","Married",4,21,44332.91,"Bachelor's",30,"Corporate","Phone",807,26,17219.77,"0",28813.78,1,5
"Male","Single",1,28,25564.85,"Diploma",14,"Retail","Email",404,30,33882.39,"0",122584.88,3,7
"Male","Single",4,53,16201.25,"Master's",6,"SME","Email",656,29,12082.03,"0",170158.91,3,7
"Male","Married",4,65,27184.4,"Master's",29,"SME","Email",371,24,32075.54,"0",165271.9,1,5
"Male","Single",5,41,43344.82,"Diploma",4,"Corporate","Email",333,26,45504.59,"0",243983.6,2,3
"Male","Divorced",4,43,31927.61,"Diploma",28,"Corporate","Email",588,5,37299.8,"0",70050.74,5,1
"Male","Divorced",2,61,88689.37,"Bachelor's",6,"Retail","Email",385,29,23700.12,"0",23260.22,5,4
"Female","Single",2,51,69758.47,"High School",9,"Retail","Phone",792,21,8436.18,"0",102760.06,3,10
"Female","Divorced",2,34,38652.98,"High School",26,"Corporate","Phone",378,3,1211.6,"0",241618.35,3,2
"Male","Married",0,75,45270.09,"Bachelor's",7,"Corporate","Email",556,23,42255.06,"0",169701.93,1,9
"Female","Married",3,58,14074.66,"Master's",7,"Corporate","Email",793,26,49935.46,"0",220641.06,1,6
"Male","Single",3,35,18107.53,"High School",14,"Corporate","Email",660,23,16495.85,"0",129925.26,3,3
"Female","Married",4,31,35066.45,"High School",9,"Retail","Phone",649,9,3702.51,"0",59141.82,4,5
"Female","Single",5,26,62742.59,"Diploma",4,"SME","Email",555,25,18534.79,"1",3516.16,1,4
"Male","Single",1,50,59173.21,"Diploma",1,"SME","Phone",377,28,48995.37,"0",181794.82,3,0
"Female","Divorced",5,25,63775.45,"High School",26,"SME","Email",633,5,33894.88,"0",5123.76,3,1
"Female","Married",0,52,92057.24,"Master's",23,"Retail","Email",501,4,21278.22,"0",113677.95,3,6
"Male","Married",4,70,45475.03,"High School",12,"SME","Phone",738,17,44051.37,"0",84295.4,4,9
"Male","Divorced",0,41,78749.56,"Diploma",2,"SME","Phone",688,6,31805.54,"0",115964.94,3,6
"Female","Divorced",1,33,85714.8,"Master's",20,"Corporate","Phone",677,15,41965.62,"0",450.92,5,2
"Male","Single",1,59,58174.77,"High School",2,"SME","Phone",442,27,27551.42,"1",83063.28,1,10
"Female","Divorced",5,59,13752.53,"Diploma",17,"SME","Phone",673,2,5310.02,"0",229995.14,5,3
"Female","Divorced",3,57,27411.99,"Master's",14,"SME","Email",657,12,15732.19,"0",108129.67,2,9
"Female","Single",5,26,29458.36,"High School",17,"SME","Phone",412,13,14767,"0",107111.32,1,9
"Male","Married",4,51,50470.35,"High School",4,"Retail","Phone",795,7,17640.38,"0",204953.22,4,1
"Male","Single",5,24,98443.25,"Master's",7,"Retail","Phone",524,8,47609.98,"0",187668.71,4,10
"Male","Single",3,66,98663.78,"High School",27,"Retail","Phone",625,26,17210.54,"0",131410.31,1,6
"Male","Single",1,28,52659.77,"Master's",6,"Retail","Phone",604,23,1287.51,"0",179711.36,3,1
"Female","Single",2,49,32998.01,"Diploma",25,"Retail","Phone",648,18,10167.16,"0",191635.44,3,0
"Female","Single",0,32,72552.65,"Diploma",8,"SME","Phone",387,4,19161.84,"0",243638.3,5,10
"Female","Married",4,30,86280.93,"Master's",26,"Retail","Email",486,21,42126.13,"0",25167.36,3,0
"Female","Married",0,26,11980.89,"Bachelor's",23,"Corporate","Email",554,14,43275.73,"0",66054.91,5,2
"Male","Married",4,37,47611.54,"Master's",12,"Corporate","Phone",305,8,16209.79,"0",227990.95,4,7
"Male","Married",2,39,11485.88,"Master's",10,"SME","Phone",537,8,28984.01,"0",135642.46,2,10
"Female","Married",5,29,28929.91,"Diploma",9,"Retail","Email",530,20,10088.67,"0",169538.65,3,5
"Female","Married",1,22,72949.18,"Diploma",11,"SME","Email",848,17,35108.75,"0",40498.51,2,0
"Female","Married",2,71,43948.47,"Master's",21,"Retail","Email",326,22,4669.47,"0",123801.52,3,7
"Female","Married",4,46,90110.41,"High School",17,"Retail","Email",337,1,36064.67,"1",7961.21,1,4
"Female","Single",5,19,52951.29,"Bachelor's",13,"Corporate","Email",666,18,10632.67,"0",30700.01,2,0
"Male","Married",2,55,32767.21,"High School",12,"SME","Email",660,12,30577,"0",90539.07,3,3
"Male","Divorced",3,67,97457.71,"High School",2,"Retail","Email",335,5,11826.42,"0",87867.43,4,5
"Male","Single",0,54,22359.32,"Bachelor's",30,"Corporate","Phone",515,4,19202.91,"0",46430.15,3,5
"Male","Married",3,37,22370.1,"High School",19,"SME","Phone",582,4,1778.98,"0",84176.11,3,2
"Male","Divorced",3,31,56034.42,"Diploma",22,"Corporate","Phone",305,1,48552.38,"0",184898.56,3,1
"Male","Married",3,42,48313.78,"Diploma",2,"Retail","Email",542,26,41102.18,"0",164201.95,1,6
"Male","Single",2,50,62577,"Diploma",9,"SME","Phone",730,22,45237.99,"0",36511.41,3,8
"Male","Single",0,55,33869.33,"Diploma",20,"SME","Email",811,9,2220.22,"0",33242.21,4,8
"Male","Divorced",1,27,66952.6,"Diploma",6,"Retail","Email",570,28,19244.73,"0",66689.62,2,4
"Female","Divorced",3,68,94943.73,"Bachelor's",29,"Retail","Phone",421,30,13650.85,"0",146853.27,4,7
"Male","Married",2,37,70176.79,"High School",10,"SME","Phone",824,23,2787.37,"0",129193.56,2,3
"Male","Single",4,51,64449.62,"High School",9,"Retail","Email",654,25,46548.07,"0",140901.74,3,3
"Female","Married",2,65,42621.35,"High School",13,"Corporate","Phone",553,17,6575.02,"0",67248.8,2,6
"Male","Single",4,21,96228.53,"Diploma",19,"Retail","Email",644,24,30817.64,"0",37782.13,4,5
"Female","Married",1,65,91695.7,"Master's",9,"SME","Phone",563,21,39247.4,"0",92674.04,5,8
"Female","Single",2,65,8909.02,"Bachelor's",13,"Corporate","Phone",772,6,44347.36,"0",57850.04,3,7
"Male","Single",0,53,59924.4,"Diploma",22,"SME","Phone",334,20,31256.39,"0",148642.62,3,4
"Female","Single",4,49,58832.99,"Master's",19,"Corporate","Email",470,3,38511.85,"0",127985.35,5,6
"Male","Married",5,47,13502.09,"Bachelor's",14,"Corporate","Email",360,6,26568.25,"1",22663.2,5,6
"Female","Married",4,51,28268.77,"Master's",29,"SME","Email",470,21,46428.86,"0",69016.66,4,5
"Male","Divorced",5,70,14040.08,"Bachelor's",19,"SME","Phone",555,3,35698.14,"0",188966.97,3,1
"Male","Married",4,55,46671.31,"Diploma",2,"Retail","Phone",611,6,5332.46,"0",94015.62,4,7
"Female","Single",4,70,18985.91,"High School",17,"Corporate","Email",401,20,40071.39,"0",218894.93,4,8
"Male","Divorced",4,63,64759.55,"Diploma",25,"Corporate","Phone",830,4,18859.44,"0",130147.15,3,7
"Female","Single",0,67,53284.34,"High School",4,"Corporate","Phone",626,29,20177.22,"0",183038.03,2,6
"Male","Divorced",0,71,41698.69,"Diploma",8,"Corporate","Phone",798,9,28376.84,"0",23622.09,4,0
"Female","Single",2,57,75517.81,"Diploma",2,"Corporate","Email",613,15,35085.23,"0",14828.74,3,2
"Male","Married",4,65,85449.61,"Master's",24,"Retail","Email",439,14,38876.7,"0",236271.55,5,0
"Male","Divorced",4,61,72892.33,"Diploma",27,"Retail","Phone",789,25,44392.43,"0",129057.22,4,8
"Female","Married",1,46,84053.73,"Bachelor's",13,"SME","Phone",732,1,39657.39,"0",154755.2,4,5
"Female","Divorced",0,43,55770.06,"Bachelor's",4,"Corporate","Phone",749,12,7687.47,"0",114127.01,1,8
"Female","Single",2,67,20667.25,"Master's",23,"Retail","Phone",606,23,10378.67,"0",51400.44,3,9
"Female","Divorced",0,64,55613.61,"Diploma",20,"SME","Phone",545,14,20207.15,"0",208271.21,5,2
"Female","Single",2,42,25993.07,"Master's",17,"SME","Email",800,20,17839.2,"0",171141.12,2,9
"Female","Divorced",4,64,24681.87,"High School",9,"SME","Email",797,24,38271.77,"1",1403.39,3,9
"Female","Single",4,52,36489.23,"Bachelor's",26,"Retail","Phone",512,20,35004.6,"1",9219.62,1,0
"Female","Married",5,35,70789.36,"Master's",25,"Retail","Email",302,25,6442.12,"0",208005.84,1,9
"Female","Single",0,36,95797.52,"Master's",19,"Corporate","Phone",472,29,12648.33,"0",155479.57,4,5
"Male","Married",3,39,30802.92,"Diploma",22,"Retail","Phone",742,13,15586.57,"0",19843.89,1,3
"Male","Divorced",0,45,79647.12,"High School",4,"SME","Email",448,1,47802.75,"0",108143.29,2,1
"Male","Single",1,55,56571.41,"Diploma",22,"Corporate","Phone",463,7,43543.29,"0",168219.22,2,6
"Female","Single",0,25,24563.66,"High School",12,"Corporate","Phone",596,23,47212.61,"0",230627.29,1,6
"Male","Single",1,56,71654.2,"Master's",6,"Retail","Email",665,11,41063,"0",236312.32,1,7
"Female","Divorced",3,53,94266.48,"Master's",19,"SME","Email",688,8,23450.79,"1",20443.18,1,10
"Male","Divorced",0,22,66438.59,"Bachelor's",21,"SME","Phone",570,19,15526.38,"0",209936.56,2,8
"Female","Single",2,71,35454.28,"Master's",13,"Retail","Email",664,25,39562.32,"0",182661.11,2,1
"Male","Married",1,53,67676.89,"High School",29,"Retail","Phone",801,17,48903.16,"0",2831.36,5,6
"Female","Divorced",2,30,15071.42,"Diploma",27,"Corporate","Email",758,6,19234.08,"0",186832.53,2,8
"Male","Married",4,24,11302.85,"Bachelor's",29,"Retail","Phone",791,6,30515.83,"0",116674.74,3,5
"Male","Single",0,73,27089.27,"Bachelor's",2,"Corporate","Phone",639,16,29210.94,"0",106613.14,3,2
"Female","Single",1,25,53840.62,"High School",19,"Corporate","Email",527,28,45103.28,"0",149498.3,3,6
"Female","Single",3,51,33888.33,"Bachelor's",30,"Corporate","Phone",782,14,35124.94,"0",58086.89,1,4
"Male","Married",2,67,12426.86,"Bachelor's",5,"SME","Email",508,4,47670.13,"0",232443.9,1,5
"Female","Divorced",0,47,95999.94,"Master's",17,"Retail","Phone",409,21,10112.46,"0",109953.35,5,9
"Female","Divorced",3,46,23218.59,"Master's",5,"Retail","Phone",386,23,39622.98,"0",174183.59,1,3
"Male","Single",0,62,63137.65,"High School",14,"Retail","Phone",822,29,32514.37,"0",207005.39,4,0
"Male","Divorced",4,46,7284.42,"Master's",5,"Corporate","Email",633,21,44044.92,"0",38674.3,5,3
"Male","Divorced",1,74,67723.46,"High School",8,"Retail","Email",346,16,1248.97,"0",115249.5,5,7
"Female","Single",5,51,8324.66,"Diploma",20,"SME","Email",650,15,49289.34,"0",211604.14,2,6
"Female","Married",0,68,20446.08,"Master's",1,"SME","Email",666,28,40155.67,"0",228197.66,1,10
"Female","Single",1,50,77675.47,"Master's",19,"Corporate","Email",535,5,37128.9,"0",69678.72,1,1
"Female","Single",5,23,88653.55,"High School",19,"Retail","Phone",480,22,27797.98,"0",114025.43,5,8
"Male","Married",3,44,54825.07,"Master's",4,"SME","Email",790,4,9939.11,"0",54345.39,2,2
"Male","Single",4,35,81683.24,"Bachelor's",26,"Corporate","Phone",404,19,28694.41,"0",102339.29,5,0
"Female","Married",3,47,38375.07,"Bachelor's",18,"Retail","Phone",685,13,12488.37,"0",167937.3,3,6
"Male","Single",5,72,95984.51,"High School",5,"Corporate","Email",336,18,47347.22,"1",51310.18,3,9
"Male","Divorced",5,29,10320.52,"Bachelor's",14,"Retail","Email",511,2,3177.15,"0",213595.79,3,4
"Male","Single",3,39,80114.83,"Bachelor's",23,"SME","Phone",632,22,26178.68,"0",145707.71,2,8
"Male","Single",1,73,90872.53,"Diploma",24,"Retail","Phone",358,11,18012.8,"0",222879.8,4,3
"Male","Married",4,27,12639.68,"High School",12,"Corporate","Phone",516,18,17242.09,"1",10460.32,2,10
"Male","Single",1,29,81381.97,"High School",3,"Retail","Phone",370,23,42249.04,"0",90011.45,5,7
"Male","Single",3,70,72456.45,"Master's",25,"SME","Phone",438,2,7803.1,"0",215169.58,5,7
"Male","Divorced",4,61,32047.8,"Diploma",4,"Corporate","Email",313,21,3345.11,"0",145062.9,1,4
"Female","Divorced",4,34,91403.16,"Master's",19,"Retail","Phone",587,22,39244.5,"0",228572.1,5,2
"Male","Married",5,70,75872.16,"High School",24,"Retail","Email",345,2,11553.7,"1",39231.66,1,8
"Male","Single",0,37,46490.77,"Bachelor's",21,"Retail","Email",517,1,38573.31,"0",85343.71,4,6
"Female","Married",3,55,56454.21,"High School",30,"Corporate","Email",628,9,6107.18,"0",91327.31,3,10
"Male","Single",4,20,91055.67,"Bachelor's",4,"Corporate","Phone",371,12,25122.01,"0",122266.22,1,7
"Female","Married",5,73,63158.79,"High School",16,"Corporate","Phone",819,4,15570.35,"0",101296.82,4,8
"Female","Single",5,24,39318.13,"Master's",21,"Corporate","Email",493,29,20436.28,"0",188959.91,3,5
"Female","Single",1,33,44610.53,"Master's",24,"Corporate","Email",574,18,46612.61,"1",38793.57,1,6
"Male","Married",4,32,83835.94,"Diploma",29,"Retail","Phone",820,15,19389.62,"0",149035.37,2,4
"Female","Married",5,27,24316.99,"Master's",17,"Corporate","Email",829,11,14239.86,"0",79002.23,1,8
"Female","Divorced",2,22,46314.73,"Master's",16,"SME","Phone",748,6,11145.6,"0",207148.57,2,2
"Female","Married",0,65,27893.01,"High School",18,"Corporate","Phone",422,9,21673.99,"0",207499.21,2,3
"Male","Married",0,65,11672.58,"Bachelor's",8,"Retail","Email",579,4,2977.31,"0",142524.61,2,7
"Female","Single",5,44,85236.5,"Master's",23,"Corporate","Phone",565,16,5337.61,"0",157860.76,1,3
"Male","Single",2,59,38063.74,"Master's",9,"Corporate","Email",508,30,44009.9,"0",241595.84,3,10
"Female","Married",0,59,82435.58,"Bachelor's",8,"Retail","Phone",770,2,6917.82,"0",177891.04,2,0
"Male","Divorced",1,64,30944.72,"High School",23,"Corporate","Email",560,9,27007.76,"0",53012.16,4,0
"Female","Married",5,65,35349.07,"Diploma",25,"Retail","Phone",833,27,35644.03,"0",121168.63,3,0
"Male","Single",1,38,14370.94,"High School",7,"Corporate","Phone",476,29,37347.3,"0",240393.85,4,1
"Female","Single",1,21,18776.77,"Bachelor's",8,"SME","Email",625,3,47416.78,"0",182999.39,1,7
"Female","Divorced",4,60,34583.75,"Bachelor's",6,"Corporate","Email",471,7,20517.86,"0",160595.91,2,5
"Female","Single",0,43,85804.54,"Bachelor's",20,"Retail","Email",650,14,26245.25,"0",56968.06,5,4
"Female","Divorced",1,37,94411.15,"Master's",16,"Retail","Email",758,24,5717.55,"0",108944.4,3,10
"Female","Single",0,70,88564.09,"Bachelor's",5,"Corporate","Phone",318,27,23602.4,"0",196413.71,2,0
"Male","Married",5,44,84896.22,"High School",19,"Retail","Phone",456,5,45724.43,"0",94086.82,2,7
"Male","Single",4,45,16255.59,"Master's",21,"Retail","Phone",607,10,41238.51,"0",25410.37,4,1
"Female","Married",1,57,46486.51,"Bachelor's",11,"Corporate","Phone",322,11,42312.96,"0",232661.07,2,8
"Male","Divorced",4,32,96242.23,"Diploma",29,"Corporate","Email",358,26,13456.41,"0",178309.23,4,5
"Male","Single",0,58,43013.18,"Bachelor's",13,"SME","Email",392,4,44441.45,"0",223286.19,3,8
"Male","Divorced",4,45,16591.05,"Diploma",18,"SME","Phone",686,12,25836.98,"0",140680.51,3,8
"Female","Single",1,57,56263.74,"Master's",30,"Retail","Email",370,7,10388.99,"0",248241.9,5,3
"Male","Married",0,39,67940.43,"Master's",22,"Retail","Email",505,14,13826.83,"0",209791.88,5,3
"Male","Married",3,50,45288,"Diploma",9,"Corporate","Phone",502,27,24619.69,"0",195989.01,3,6
